RA,DEC
80.8255,-61.0120
76.5926,-51.6641
13.7621,-41.3505
359.715,-49.5947
93.5185,-50.8820
71.2935,-43.8615
45.3366,-48.6518
92.3901,-40.9688
335.607,1.16464
92.9299,-44.0097
76.9639,-47.2458
335.604,-56.8110
317.865,0.268727
329.589,-51.6199
28.0232,-52.1063
62.3345,-41.8783
83.4535,-42.3354
67.6708,-65.6937
343.751,-52.0828
1.61901,1.69017
16.9699,-45.7935
88.5977,-45.2476
87.2773,-43.7227
6.54975,-47.0055
43.0081,-48.1758
89.9136,-40.2036
77.5457,-45.1904
32.9770,-56.6031
329.796,1.77558
24.3483,-47.5610
304.505,-56.3065
10.1448,-53.9776
69.2055,-43.1775
64.8176,-56.3796
27.0073,-40.2913
14.6377,-46.5378
86.8531,-50.5403
9.66532,-59.1907
343.971,-48.8534
336.206,-1.13465
351.201,-60.1238
310.644,-52.8040
33.0432,-54.3210
27.7719,-53.3237
73.7577,-50.8509
60.5106,-40.3861
350.402,-44.2864
86.3765,-49.8881
84.4838,-45.1044
322.689,0.700192
326.796,-0.750214
63.5981,-61.3148
90.2020,-43.1075
342.572,-45.4608
66.8870,-55.9226
344.996,1.53665
97.7330,-49.5084
332.970,-54.1856
38.7213,-51.3313
336.165,-1.71061
327.927,0.0427610
348.106,0.416040
45.1784,-47.3960
348.522,-57.6623
52.7655,-49.7761
27.3298,-53.4417
317.234,-57.2408
39.3167,-55.6155
17.7104,-52.2742
45.1771,-49.6689
37.9421,-48.0983
19.3096,-43.7472
42.4712,-50.9450
43.3216,-49.6760
37.5246,-50.5804
353.980,-48.6178
307.176,-49.5654
31.1435,-43.3873
28.3510,-44.8182
64.8686,-48.4592
347.484,-0.0856620
333.690,-0.939082
321.065,-1.36312
27.4325,-54.5297
19.0806,-42.5861
50.4561,-50.3979
67.6986,-51.6248
36.5400,-58.7280
31.1951,-54.2530
53.8118,-54.4374
316.277,-53.8785
2.91256,-1.42053
83.0775,-44.2981
92.9600,-39.8998
322.123,-59.1019
12.1021,-47.7511
48.1133,-41.9112
55.0944,-46.8645
31.1493,-58.6981
80.4153,-44.9090
325.537,-58.2412
67.6779,-47.8383
18.0057,-41.6325
23.9974,-40.4401
85.7429,-57.0784
60.6533,-54.3809
19.5146,-45.4408
29.9543,-56.8718
65.3575,-52.9927
92.5135,-53.8368
7.28475,-40.7753
15.0944,-46.0585
350.949,0.0504560
3.29115,1.08096
79.0955,-54.5855
75.7926,-61.4470
49.4373,-54.4231
70.3831,-47.5007
55.2175,-43.4798
321.054,-53.7765
85.9947,-53.5607
314.365,-53.2078
24.5801,-51.8215
64.4574,-49.7513
80.2635,-49.4443
47.7657,-41.5841
87.3888,-53.3766
358.967,0.255321
36.2778,-53.6246
24.0363,-51.2243
62.1790,-41.3845
91.9927,-40.5366
4.45529,-56.3114
357.681,-0.887043
48.0854,-41.6106
73.1635,-46.7951
315.766,-50.9811
57.9044,-45.5142
328.072,-0.615719
339.593,-53.1287
91.5738,-41.1613
309.444,-57.8112
35.7195,-56.2408
324.402,-1.14007
338.799,1.48352
342.715,-41.0934
23.6366,-48.1015
18.8076,-48.1680
347.313,-1.03317
349.999,-48.9910
12.2003,-52.4981
95.0489,-59.4855
56.5357,-55.1035
323.669,0.275839
308.411,-49.6824
28.4363,-57.2571
6.88630,-56.3309
84.4941,-40.1320
46.9523,-58.3779
48.1122,-46.2895
27.2097,-47.4552
335.644,0.945546
80.2222,-42.0724
55.3830,-47.8840
2.73627,-54.1032
327.109,-1.73834
349.925,-51.6958
47.0395,-43.9104
323.112,0.840867
88.3144,-53.8958
66.6246,-62.1287
336.669,1.00640
79.1051,-42.6087
28.8323,-58.4912
348.934,0.880955
43.9318,-56.2646
77.6903,-54.3254
14.4921,-41.3672
5.32226,-56.7448
56.8580,-61.5018
61.7859,-40.6062
41.8519,-45.9779
352.297,-52.1972
69.7920,-43.9933
84.1573,-55.9887
55.1058,-55.2674
93.1210,-46.7940
340.423,-45.0692
19.3062,-52.4376
341.359,0.872196
329.305,-58.3384
355.989,-54.5050
26.5903,-46.2001
54.4047,-49.7669
89.2312,-53.2170
349.175,-1.34372
58.2113,-44.8158
358.909,-45.5324
63.9743,-44.3446
41.6211,-46.6139
90.9620,-43.9484
45.2910,-47.7505
96.2559,-52.2969
336.287,1.45800
72.5466,-51.8517
69.5586,-57.8046
95.3000,-55.9938
39.0724,-43.2571
332.346,-0.563370
302.912,-57.4478
321.459,-1.45775
75.6256,-63.5753
79.3551,-52.6665
350.331,-52.7274
19.0921,-50.5399
63.0278,-55.2294
9.63792,-50.6196
335.905,-1.10902
330.356,-55.5450
328.458,-53.5812
20.2895,-59.1885
19.5814,-54.2289
38.5783,-50.2570
14.5155,-45.7489
355.161,-52.2416
18.7042,-50.6114
10.9249,-52.6005
78.9498,-39.9674
54.2360,-41.6995
331.891,-54.8763
26.8667,-42.4257
355.486,-49.9272
71.2786,-43.2127
344.839,-56.2667
0.340783,-51.8948
307.633,-58.7862
26.5569,-39.7173
328.935,-57.4178
347.357,1.57306
31.7261,-44.8818
320.797,1.25680
55.5736,-65.6180
44.4355,-48.2452
17.9691,-53.5859
327.034,-56.7751
25.1908,-44.7614
52.9996,-44.6100
19.4803,-43.5482
31.0372,-47.7894
346.675,-58.2145
32.2854,-57.8701
356.065,-0.785001
22.4182,-53.4477
334.770,-54.6878
27.3043,-48.3974
98.9285,-54.8230
342.123,-44.5322
52.2681,-64.2383
346.363,-53.0024
60.6871,-43.9046
44.8152,-52.1150
323.300,0.536214
34.5060,-50.4636
343.054,-53.7110
44.4855,-46.6807
83.8481,-47.9633
12.5998,-53.8466
13.1955,-54.6596
348.835,0.845593
51.2949,-55.8881
65.7814,-53.9502
56.9571,-43.7031
64.7262,-50.4256
331.298,-58.5415
309.962,-52.2608
88.2643,-42.8772
351.396,-41.2575
57.9047,-39.7585
54.1021,-58.1596
345.047,-57.8941
339.786,-55.4754
346.826,-0.699320
17.5209,-44.8125
51.3158,-48.1234
41.2399,-44.2249
319.465,-55.8379
323.947,-59.3658
7.51034,-44.2265
328.237,-1.22801
19.3552,-48.8543
58.7050,-43.7103
358.108,-53.6675
50.0989,-57.7255
60.3518,-43.8132
332.267,-52.3208
76.1107,-54.4829
57.5790,-51.7858
2.03260,-52.7257
66.6068,-46.2221
74.7040,-41.6453
329.219,1.08818
344.193,-44.7603
76.6191,-41.5385
45.8440,-50.6014
53.5198,-42.7001
75.9269,-47.5300
17.9242,-41.1485
84.1519,-46.3313
65.0394,-62.4711
92.8656,-49.1590
94.4475,-59.2625
74.0249,-51.1061
17.6375,-51.7169
43.9490,-56.8394
96.7361,-56.0096
72.3122,-53.8284
22.6792,-48.7179
91.7254,-40.8416
330.485,-56.4104
319.066,1.03847
335.935,-1.12462
30.4683,-53.8087
78.1256,-55.2621
49.8952,-56.8893
71.0643,-45.5249
351.499,-41.4503
341.466,-52.7822
27.2083,-52.6582
51.4738,-49.4141
90.3819,-40.9382
83.7573,-49.3381
88.3480,-58.2419
300.986,-57.1983
61.8227,-41.9688
331.181,-54.1938
91.5508,-49.5130
334.140,-59.3557
79.9355,-49.6073
7.59818,-43.9455
354.441,-0.199963
13.9529,-57.2035
350.029,-0.0932940
345.986,-50.7028
73.9127,-52.1795
18.8245,-53.1164
70.7328,-49.5843
329.076,0.604717
349.513,-55.0950
67.6709,-51.7236
323.383,-0.0371030
349.795,-49.3200
341.022,-1.33616
48.4739,-55.5482
53.3301,-51.3185
324.892,-0.754163
77.6574,-49.9295
337.911,-0.593089
346.927,-45.4821
72.0626,-49.0552
335.364,-57.6531
69.9091,-59.1775
342.138,-51.1443
356.638,-0.315350
318.313,-53.1934
315.426,-54.4831
36.7045,-52.0471
3.32952,1.02294
93.2207,-47.1133
25.2117,-41.9385
70.6415,-48.3235
356.372,0.295440
48.3804,-41.8883
332.807,-1.45433
50.1003,-47.8342
34.6430,-56.8512
10.9904,-45.6294
350.655,0.160866
30.3960,-58.0557
41.8300,-50.8344
66.2820,-46.6001
95.3560,-55.4968
323.993,-53.1753
78.5949,-59.2988
317.688,0.350995
50.1727,-40.7525
349.191,-54.0308
324.449,-52.9145
52.3964,-58.7987
22.4528,-54.1809
358.104,0.204786
76.6197,-50.1969
6.72153,-46.7370
320.921,-59.0299
35.7186,-44.3029
13.4928,-40.5092
337.354,1.48415
1.10864,-42.1186
327.977,-1.32878
17.3161,-56.7749
12.4384,-46.2955
354.394,0.683393
52.5218,-44.9464
346.744,-44.6152
355.356,-0.324585
303.972,-58.7624
26.6968,-52.5919
356.365,-43.8626
20.0957,-49.7153
50.2840,-60.0055
92.2654,-45.8798
14.9315,-50.5388
76.9015,-43.3735
331.741,-51.3037
27.2134,-45.5627
60.8140,-51.3746
344.149,-0.663432
334.275,-58.3051
34.7467,-50.2213
93.0800,-47.0767
4.66167,-53.5770
14.5256,-51.1369
35.3955,-52.8387
28.0775,-42.3995
344.730,-46.3312
19.8265,-53.5322
37.7294,-48.0986
65.4551,-60.8876
358.623,-40.9920
77.7363,-58.4586
49.4823,-56.7384
347.789,-44.9175
81.5076,-50.5225
323.362,-51.1616
93.2231,-55.2403
86.3330,-51.5643
355.421,-43.4205
299.488,-56.8891
92.6589,-46.3375
76.2817,-52.8403
49.4796,-40.9688
91.3530,-55.9509
348.563,-1.06226
344.656,-41.9232
302.911,-55.5248
356.741,-43.9787
3.22722,1.17119
318.942,0.316348
24.7822,-47.2722
83.6383,-60.7281
356.635,-49.0577
13.6887,-58.9440
13.4732,-53.7097
93.9744,-45.5897
353.923,-0.479284
2.83777,-52.8567
335.142,-58.4828
78.7707,-60.1349
4.68285,-40.8708
304.482,-49.8000
96.1737,-55.9530
80.9757,-58.6247
311.028,-51.6567
22.6820,-51.0343
11.9545,-52.5495
89.4434,-42.1926
59.6783,-42.2748
6.89585,-47.7140
25.1302,-47.0262
40.9981,-44.1966
88.2771,-56.0411
10.5913,-57.7751
71.7720,-49.7751
348.977,1.46153
322.124,-50.9365
0.360978,1.02293
21.0779,-53.2057
5.09130,-55.5078
348.769,-55.6302
17.0437,-47.8246
309.320,-50.7916
345.408,-55.0784
330.395,-56.9837
356.320,-54.1569
359.142,-47.5289
44.4017,-51.4792
357.819,-1.63342
320.845,-55.4730
313.583,-58.2605
353.022,-51.5398
18.6488,-40.8745
64.6651,-56.7395
358.478,-1.32423
70.9506,-46.8013
84.4069,-48.3870
68.5857,-48.6315
302.149,-57.4303
79.4777,-47.3359
87.9298,-49.7984
344.593,-45.0005
57.6408,-41.6408
320.678,-56.7500
56.9288,-50.2447
60.4522,-49.4961
343.532,-58.0073
341.669,-50.8929
68.6523,-51.7953
21.7531,-40.3306
353.250,1.22401
95.4233,-44.9475
91.0198,-57.1311
347.454,-41.1651
36.4188,-56.1660
62.0546,-65.2765
11.6321,-42.5285
28.9301,-46.2352
14.0839,-41.7876
10.3416,-51.9521
69.0066,-45.6020
359.853,-1.74514
359.160,-44.8527
3.17299,-52.6860
0.386626,-41.9339
351.520,-52.5321
26.6363,-51.8474
63.1435,-61.2993
61.2644,-54.5780
38.8585,-54.5745
10.3060,-57.9770
358.249,-1.33118
46.5181,-47.4445
88.5418,-50.5541
9.33078,-55.1922
96.9945,-57.4037
39.8710,-56.1241
48.2695,-55.5426
312.290,-55.2581
88.7722,-49.9733
98.2259,-57.7088
8.61426,-42.1808
40.3550,-44.7808
323.154,-51.9181
358.440,0.835678
19.1805,-47.2612
33.6830,-44.4464
70.3465,-45.0097
327.223,0.208840
60.4521,-52.1705
27.5272,-44.0489
45.8870,-57.0076
44.6284,-48.2817
52.2743,-48.2014
86.6176,-55.7838
56.3964,-44.5983
46.6679,-43.8053
358.625,1.32340
83.7572,-56.3288
348.265,-48.3107
0.879759,-41.8439
86.3786,-43.0558
84.5254,-50.5162
21.4450,-59.0232
303.259,-56.4004
84.2038,-45.4758
330.392,-0.814794
38.9330,-57.3450
33.1178,-55.9020
89.6345,-48.1755
85.8005,-55.7970
340.988,-52.3421
349.652,-52.1101
38.2774,-48.3481
75.4334,-53.7589
54.2983,-43.4837
17.9062,-42.2570
90.2553,-43.3176
37.3679,-52.1184
62.1099,-66.8397
35.0876,-48.8945
21.3564,-53.0056
12.6650,-53.4832
320.512,-58.4333
0.439536,0.828010
317.938,-53.6492
38.5695,-58.0258
48.0854,-41.6106
314.222,-56.0298
314.453,-53.0759
20.6679,-52.8786
307.341,-52.5300
83.9119,-60.6861
25.8667,-57.8246
68.6339,-57.2244
48.3832,-56.0334
92.8932,-56.4994
24.5526,-48.2274
18.4121,-47.8911
14.0187,-59.1489
27.1359,-49.3838
24.8521,-44.6315
347.537,0.127343
355.522,-41.6732
13.1864,-52.3551
16.2454,-47.4681
85.2291,-39.8475
79.7034,-60.5918
39.5329,-54.8057
54.8046,-45.4045
10.0812,-53.4268
84.6348,-60.9773
11.4366,-42.4674
12.2589,-57.5734
33.2866,-58.9761
330.619,0.898920
359.351,-0.915528
90.5995,-41.1262
91.8933,-55.9520
349.817,-1.40429
23.2782,-53.5770
324.251,1.42036
93.1030,-50.7316
321.036,-1.12216
306.230,-53.3079
27.4387,-49.2296
43.6880,-54.8017
348.335,-52.9819
64.3256,-41.5545
334.200,-52.8978
60.1343,-46.2346
69.0490,-62.6101
37.5500,-51.1149
351.098,-49.0570
30.7429,-56.5101
53.0584,-53.2388
99.0084,-57.9969
3.98730,-53.3635
15.7732,-47.7232
96.7597,-50.8408
33.2219,-50.1039
307.197,-50.0248
59.4855,-43.8597
61.8276,-56.5062
345.685,-47.3516
48.0840,-52.8192
77.3651,-43.3424
7.89159,-59.4946
70.0887,-46.3978
67.9012,-53.7049
13.4928,-40.5092
56.0518,-47.4572
26.3326,-45.6204
29.3725,-49.6510
338.683,-1.12981
40.8174,-52.0110
355.894,-42.5340
44.1415,-41.2776
27.8855,-50.5904
9.08675,-42.1307
37.2550,-56.3704
71.5035,-42.5552
45.5120,-42.2534
96.8086,-54.4771
66.5009,-45.4650
318.773,-59.4525
16.1008,-42.8519
97.8845,-57.9067
57.4189,-54.5753
95.9002,-54.4530
77.5445,-41.5778
338.129,1.53184
83.8578,-59.5037
345.374,-49.8846
33.8537,-50.6019
27.6932,-47.9910
73.3054,-41.3502
339.555,-0.724860
94.3173,-45.7581
84.6085,-61.0781
308.184,-56.0538
326.081,-0.140203
79.4858,-55.6715
302.134,-56.5631
303.053,-54.0703
26.2214,-58.8539
79.9048,-42.8654
45.8679,-48.2865
318.536,-51.4606
11.0014,-45.4129
63.4963,-47.4016
57.9840,-53.9155
330.728,-59.1792
57.3919,-49.0321
320.540,-1.05909
331.363,-51.4886
41.3828,-47.7995
92.0809,-51.7371
77.2725,-49.3893
310.149,-57.7314
73.3875,-47.5006
9.13689,-44.4251
68.4446,-51.9842
58.1059,-43.8809
72.2684,-61.4401
80.1425,-57.6414
3.88265,-47.8467
7.34091,-53.4230
320.546,-1.67362
50.0980,-45.2607
69.5746,-57.7707
335.403,-57.1877
341.138,-49.2176
25.5905,-51.1748
88.6765,-61.3477
49.3222,-44.5472
342.307,-46.8736
323.276,-56.1411
8.36130,-49.4276
87.3210,-40.6525
19.3276,-56.1196
56.0244,-43.0042
34.7581,-50.7488
22.7904,-46.4643
303.164,-52.1628
42.7113,-46.7103
319.693,-55.0854
62.6808,-42.0654
340.370,-44.6140
306.375,-57.3410
84.2244,-39.1701
30.7440,-54.4332
47.9471,-54.8184
13.7458,-52.4514
44.1527,-51.5468
82.0745,-46.9866
339.761,-58.8564
86.0275,-55.4226
53.7913,-44.9856
319.209,1.03685
20.3679,-43.5398
42.0891,-40.9808
70.3589,-46.3894
356.360,-0.378955
318.718,-1.63181
63.4029,-54.0725
301.147,-54.2668
68.4727,-41.6244
47.1888,-49.8061
3.62869,-57.7566
44.1533,-54.2213
52.8027,-43.9504
317.390,-56.7802
45.9771,-47.8718
30.8565,-42.3646
24.5759,-50.1548
356.332,-45.2641
34.9368,-60.1964
64.7407,-55.4682
307.810,-54.7380
69.9936,-49.6486
80.5122,-39.8720
86.6261,-56.8303
33.8017,-48.5850
322.157,-51.6730
15.1284,-45.7303
15.4426,-51.0447
54.9101,-57.6461
352.157,-43.8307
322.345,0.454238
91.4116,-44.8952
52.8015,-50.6547
35.0443,-44.4426
44.5424,-50.2521
18.1181,-49.7611
74.5877,-41.0866
306.776,-51.1598
343.702,-44.2931
37.3160,-46.4954
54.3934,-56.0740
68.7552,-53.6228
87.5449,-46.4698
332.816,-53.0712
59.1611,-59.4202
30.2634,-49.1596
85.4327,-49.5236
44.1897,-58.5401
55.3178,-41.1185
350.927,-0.163973
350.045,-58.8465
86.1231,-53.2836
27.9641,-43.0851
67.0977,-40.7052
85.1152,-39.5358
26.1770,-47.8389
9.29277,-47.5179
320.183,-54.0445
325.457,1.51823
17.0043,-57.9619
330.044,-59.5102
316.311,-50.3484
322.436,0.685019
350.972,-41.1799
351.300,-41.2782
61.8951,-43.6551
22.9550,-48.3529
45.5367,-43.4568
346.024,-47.4728
70.6749,-40.3690
319.558,0.892491
28.1230,-58.3017
305.806,-50.9165
86.3243,-51.9763
324.854,-58.5718
89.4493,-49.6531
2.45181,-1.76302
38.9099,-49.1143
28.0539,-49.0262
67.8390,-56.4596
61.4989,-49.2688
341.564,-39.7417
355.443,-45.2557
328.521,-52.5647
44.0893,-53.6080
56.5543,-44.5467
346.431,-57.5244
62.3068,-45.9674
93.0804,-41.8495
86.7997,-55.9321
41.8889,-45.5789
89.2435,-50.1127
52.1177,-44.9939
349.932,1.20235
91.0178,-47.0312
59.1921,-57.2422
24.2915,-40.6938
354.801,-50.1124
48.9330,-45.4819
326.409,-55.1145
348.391,-50.0488
59.2448,-53.9813
63.8414,-60.0283
90.6750,-58.8454
80.0586,-45.2022
92.6810,-46.0475
91.4362,-54.4668
2.37570,-41.8484
59.8552,-44.0601
75.3171,-46.5188
70.6288,-55.6253
34.8645,-48.1181
75.7348,-51.7482
334.497,-52.6492
313.499,-51.0904
37.8549,-51.5220
56.8857,-52.9783
52.8119,-47.8708
52.7863,-49.4285
89.1900,-58.0742
19.5691,-58.3181
322.416,1.27639
40.9019,-50.6088
93.0346,-43.1768
355.842,-55.6296
63.1151,-60.6986
314.668,-56.1243
25.1634,-46.0117
310.413,-58.7690
2.31002,-53.4600
19.7214,-58.7774
315.482,-56.4382
64.3506,-59.2265
341.042,-52.6748
86.4647,-40.7649
22.7940,-46.8737
303.589,-54.6575
53.0291,-51.8732
79.9343,-47.3678
31.0924,-53.7433
42.0272,-43.7622
8.77355,-45.4635
61.2687,-46.9014
356.469,-55.7118
93.7681,-40.3624
332.232,-59.4537
10.5403,-58.2011
340.233,-55.2115
359.031,-51.3178
350.264,0.124274
331.054,-0.739513
79.9063,-52.7257
60.7087,-49.5633
320.474,-54.4711
16.6061,-49.4053
59.1070,-63.9965
92.1476,-43.6860
71.0943,-48.3299
24.8723,-45.6633
356.923,-44.4658
0.910420,1.51007
329.393,1.56771
70.1386,-50.9285
26.2140,-44.7813
71.7633,-44.9438
29.3195,-51.1150
311.857,-55.1029
347.399,0.921203
304.187,-55.1245
317.849,-58.5456
318.521,-0.0707750
45.9345,-56.8373
323.367,-57.4826
52.6956,-39.6997
36.8398,-52.0609
35.4122,-47.8538
303.342,-57.6977
97.1442,-58.1647
351.592,-45.4611
335.672,-0.400055
56.0401,-53.5554
299.379,-56.7770
97.0970,-49.9456
327.184,1.25449
72.7125,-54.1780
346.204,-56.0214
59.2690,-51.6206
42.7993,-57.6913
25.1243,-42.0339
359.492,-44.6974
80.6166,-45.7691
329.343,-52.6849
17.0774,-47.3963
22.9317,-56.0798
18.4580,-50.9746
78.2543,-46.5387
92.7547,-61.0302
315.273,-51.0771
20.7612,-57.0816
41.4778,-55.5604
339.658,1.79430
320.289,-0.0706130
55.3203,-48.0236
45.7295,-50.9962
44.3031,-55.3106
40.0491,-53.5949
327.105,1.41777
20.7484,-54.4357
322.229,-0.0463150
67.3388,-48.6237
355.033,0.932981
90.3621,-57.7114
27.7161,-55.3102
64.3278,-46.8156
62.2764,-44.5089
3.09094,-42.0199
358.942,0.195703
69.0025,-43.9812
39.0460,-57.1738
2.63162,1.90256
97.2508,-55.8328
53.9044,-51.0441
327.355,-53.7164
15.7454,-49.8180
47.1304,-55.8651
6.90110,-50.6506
303.398,-50.0581
55.2610,-48.7772
353.746,-51.2442
345.970,-45.5344
352.916,0.257257
65.6141,-52.7264
80.0598,-46.6772
346.052,1.35469
340.358,1.31816
64.3814,-65.2163
49.3393,-53.6824
27.3511,-56.4591
350.111,-53.5850
6.87297,-56.8889
335.366,-1.06386
341.199,-41.4545
32.7122,-58.2396
59.9735,-47.0713
87.3381,-60.0350
327.918,-1.54025
47.4536,-54.4970
65.8800,-43.5132
56.5257,-44.6338
342.560,-51.2124
332.145,-59.8125
62.9974,-42.5326
0.481236,0.296138
333.127,-59.0026
70.7968,-48.2221
319.237,0.214760
50.3240,-49.6156
321.849,1.16616
94.2035,-43.4643
56.7670,-58.2688
7.98911,-45.2903
34.1227,-45.9326
344.294,0.142852
40.7560,-49.5437
319.860,-59.3468
74.0494,-47.2103
74.3246,-51.8562
345.767,0.0224780
336.360,-56.5981
73.3175,-57.1519
358.635,0.794965
95.8027,-46.6428
65.2477,-40.5632
341.732,-41.8981
74.6912,-49.0598
16.4785,-48.0599
341.646,-44.1079
340.167,-52.4843
351.821,-57.7423
348.765,-56.7852
343.038,1.29497
42.8812,-45.5487
46.9795,-40.7634
12.3540,-46.9946
312.212,-54.1845
59.0656,-54.6091
32.0478,-39.8180
311.029,-56.6985
68.2774,-50.3234
73.8829,-56.3639
89.2713,-48.2688
20.1904,-42.8962
342.964,-46.8785
67.6654,-52.9473
19.6855,-51.0767
52.4477,-39.7245
65.8032,-42.3641
40.2803,-45.9236
49.1496,-46.2898
93.3294,-47.7141
81.7208,-50.3901
80.5930,-52.3235
34.6409,-41.0618
97.1035,-49.6710
3.10940,0.600090
16.8616,-51.6704
41.5985,-46.6526
47.2336,-48.4674
91.0412,-54.9185
87.7594,-52.5608
83.2308,-61.4027
10.2569,-44.1624
63.4235,-42.1335
79.3272,-40.8083
58.3515,-42.6689
60.9274,-48.4922
20.6930,-50.0482
95.6134,-49.5579
90.5945,-54.2120
346.094,0.790267
63.8583,-65.7009
75.5992,-42.3662
41.2399,-44.2249
310.326,-57.3036
336.338,-56.6622
323.246,-54.3717
39.6810,-43.0820
7.28050,-44.2380
52.2997,-45.2962
19.7811,-42.6796
320.552,-1.32432
89.1464,-59.6011
12.9687,-41.0951
57.9628,-47.9505
57.1193,-53.9985
344.576,-46.2324
35.7323,-47.8314
46.7360,-50.6825
40.5866,-53.9249
359.605,1.63264
18.2476,-41.8336
68.2706,-48.8613
73.0028,-53.5477
302.006,-53.1715
334.830,-0.542557
312.753,-55.7376
62.6888,-50.8481
351.277,-58.5602
14.7255,-46.1951
340.666,-52.1917
22.2537,-46.1195
330.059,0.311130
344.842,-52.4172
1.42479,-49.2952
344.095,-0.846100
86.8954,-58.3194
31.9788,-54.1244
35.1619,-48.1433
10.8826,-54.9551
342.961,-54.8845
49.8086,-41.6999
329.781,-0.498050
79.1168,-54.5099
92.8129,-56.4427
339.092,-0.333188
68.0864,-57.5390
67.8534,-64.6906
93.8361,-45.2069
325.132,-55.0347
63.6171,-61.8944
68.7290,-43.0241
348.250,-53.4659
327.089,-0.612356
356.924,-54.3249
91.6157,-59.3345
82.5673,-51.1884
75.0730,-43.7777
93.0257,-40.3684
54.7334,-42.6270
80.4687,-58.8468
350.519,-53.8665
67.6670,-65.4286
83.1443,-53.3504
49.8770,-53.7048
352.279,-55.0257
343.852,-1.46671
66.6965,-60.3882
30.8087,-49.3024
52.7380,-51.2759
29.5184,-45.2294
98.2287,-56.5208
9.01694,-53.5069
37.3765,-43.8667
58.0506,-43.9908
42.2734,-49.9310
65.9154,-50.7308
60.7416,-51.3357
46.9103,-47.6919
66.1604,-56.0493
14.3700,-45.0546
70.0261,-46.5543
351.560,-45.1933
311.256,-53.9951
88.6276,-48.4927
49.6363,-56.1380
73.4917,-44.0181
352.599,-48.0835
349.744,-51.8548
6.23575,-45.2766
43.0507,-49.0825
347.811,-54.4353
318.970,-57.9512
346.795,-40.8881
338.222,-57.4058
94.3153,-41.5946
91.7724,-54.0469
1.71862,-0.541009
47.4885,-46.5997
354.535,-1.63450
74.7401,-50.1932
321.936,-56.3986
322.738,-52.6139
26.0764,-45.1838
46.3335,-47.0672
70.3611,-46.1635
98.8545,-54.7692
319.961,0.514811
353.443,-1.14441
48.0954,-53.3992
61.1672,-47.2996
7.20161,-45.1157
341.677,0.976880
62.0242,-57.5923
50.0039,-47.0817
62.2285,-57.7817
88.2526,-45.1370
3.76700,-41.3326
1.21084,0.0233340
62.6925,-56.3242
348.069,-58.3781
302.542,-51.6793
37.7809,-55.0939
311.271,-50.0248
33.3444,-44.6001
12.6869,-44.0120
348.956,-55.5765
92.7858,-44.1635
20.5176,-53.0435
340.129,1.42929
36.7398,-57.5854
354.581,-1.08981
0.219239,-44.3373
359.218,-49.3136
56.7165,-52.4128
80.1106,-44.7136
349.536,1.34752
351.094,-47.0976
28.5662,-55.6448
94.4741,-41.5497
59.7044,-65.9893
29.4243,-57.0085
15.7879,-56.2681
8.71084,-59.0872
17.1184,-42.6797
93.3580,-46.4742
20.1154,-52.5637
339.974,-50.0340
334.258,1.17599
23.5649,-40.9380
3.66890,-42.3769
30.9676,-52.4390
37.4619,-43.8510
339.809,-1.49071
52.9070,-45.0186
344.913,-55.8288
20.0360,-42.9435
13.2443,-47.8769
351.215,-60.1857
87.6822,-51.9441
356.364,-1.73160
349.309,0.0325720
14.7452,-47.2268
32.8804,-41.2410
66.5602,-54.4788
6.95753,-41.3138
76.5534,-53.8455
42.4105,-47.3418
21.5363,-41.6951
45.9823,-43.4592
326.312,-0.790322
68.0820,-59.3354
90.7849,-44.6975
36.0655,-54.3341
11.8199,-45.4425
40.1413,-52.8422
45.6898,-57.6509
92.9897,-43.0334
29.8515,-49.6417
11.9689,-56.7303
79.6310,-55.1065
1.32630,-50.1830
17.7204,-49.4044
10.7859,-51.6451
3.64552,-48.4278
346.031,-43.0287
342.896,-44.1508
93.5537,-58.8844
353.449,-52.1772
58.2821,-54.5841
357.829,-0.870653
333.926,1.17649
61.4152,-47.8291
354.803,1.15298
24.5913,-58.4121
48.0650,-54.1161
77.1871,-61.8245
76.7881,-48.5882
17.3662,-57.4848
20.6726,-52.5272
42.9437,-43.8871
45.4760,-59.2375
354.949,1.50097
36.8533,-43.5085
359.250,1.25409
39.3785,-57.6795
43.8799,-52.1720
337.123,0.888716
17.6176,-48.3512
358.597,-44.4988
340.841,-0.741516
92.2487,-50.1857
312.980,-57.2353
351.816,-54.9853
53.8203,-42.2352
326.495,-53.7196
40.7356,-49.4931
74.5318,-58.2894
41.8812,-50.0015
16.4267,-42.6973
356.656,1.18304
33.1512,-52.2805
300.820,-57.7251
331.525,-0.0162330
70.5021,-45.5252
70.0852,-44.9691
318.815,-54.2563
61.1504,-52.4504
61.1447,-48.6901
85.9337,-45.1208
357.763,-45.7251
316.141,-52.4809
330.852,1.39803
69.5887,-44.0274
71.7983,-41.0293
70.1565,-48.2727
341.677,-50.5825
87.0726,-46.3385
37.4297,-52.6043
21.9565,-56.6753
65.8716,-50.3943
337.965,-53.3569
343.095,-59.0346
60.5854,-47.9796
49.8671,-44.5074
334.398,-1.39781
345.001,-44.3965
64.8186,-49.9046
92.5692,-43.1545
6.61086,-43.9780
81.8653,-47.8469
15.2936,-57.5806
68.2603,-46.6235
84.9843,-44.5947
56.3346,-42.1744
314.535,-55.1393
23.5105,-41.5659
34.6709,-44.5173
29.7700,-40.9327
69.6483,-47.0600
354.160,-47.8541
66.7070,-41.6337
